sentenceid,scale,codeCrowd,NcodedCrowd,NCrowd,SECrowd,goldCrowd,codeExperts,NcodedExperts,NExperts,SEExperts,codeSemiExperts,NcodedSemiExperts,NSemiExperts,SESemiExperts,manifestoid,party,year
40010391,Economic,.42857143,7,970,.022425406,nongold,0,1,713,.030024268,,,,,Con 1997,Conservatives,1997
40010391,Social,,,,,,0,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010401,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010401,Economic,.14285715,14,970,.022425406,nongold,0,3,713,.030024268,,,,,Con 1997,Conservatives,1997
40010411,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010411,Economic,.41176471,17,970,.022425406,nongold,0,4,713,.030024268,,,,,Con 1997,Conservatives,1997
40010421,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010421,Economic,.16666667,12,970,.022425406,nongold,0,3,713,.030024268,,,,,Con 1997,Conservatives,1997
40010431,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010431,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010431,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010441,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010441,Economic,2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010441,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010451,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010451,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010461,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010461,Economic,.75,12,970,.022425406,nongold,.5,2,713,.030024268,,,,,Con 1997,Conservatives,1997
40010461,Social,0,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010471,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010471,Economic,.5,6,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010471,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010481,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010481,Economic,.25,4,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010481,Social,.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010491,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010491,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010491,Social,.66666669,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010501,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010501,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010511,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010511,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010511,Social,1.3333334,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010521,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010521,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010521,Social,0,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010531,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010531,Social,1,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010541,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010541,Economic,.5,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010541,Social,.75,8,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010551,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010551,Social,1,4,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010561,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010561,Economic,.5,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010561,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010571,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010571,Economic,.5714286,7,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010571,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010581,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010581,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010581,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010591,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010591,Economic,2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010591,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010601,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010611,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010611,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010621,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010631,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010631,Social,-.5,4,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010641,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010641,Social,1,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010651,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010651,Social,-1.125,8,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010661,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010661,Economic,2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010661,Social,.5,4,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010671,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010671,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010671,Social,.66666669,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010681,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010681,Social,-.33333334,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010691,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010691,Economic,0,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010691,Social,-1.75,4,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010701,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010701,Social,-.66666669,3,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010711,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010711,Social,-1,7,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010721,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010721,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010721,Social,0,3,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010731,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010731,Social,-1.125,8,934,.027550578,nongold,-1,3,326,.051363863,,,,,Con 1997,Conservatives,1997
40010741,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010741,Economic,.5,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010741,Social,-.2857143,7,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010751,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010751,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010751,Social,-1,5,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010761,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010761,Economic,1,3,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010761,Social,0,7,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010771,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010771,Economic,0,5,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010771,Social,.40000001,5,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010781,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010781,Economic,.60000002,5,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010781,Social,-.44444445,9,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010791,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010791,Economic,.41666666,12,970,.022425406,nongold,1,4,713,.030024268,,,,,Con 1997,Conservatives,1997
40010791,Social,.33333334,3,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010801,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010801,Economic,1,3,970,.022425406,nongold,1,1,713,.030024268,,,,,Con 1997,Conservatives,1997
40010801,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010811,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010811,Social,.33333334,3,934,.027550578,nongold,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010821,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010821,Economic,1.5,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010821,Social,.75,4,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010831,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010841,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010841,Economic,-1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010841,Social,-.2,10,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010851,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010851,Economic,-.33333334,9,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010861,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010861,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010861,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010871,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010881,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010881,Social,-.33333334,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010891,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010891,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010891,Social,0,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010901,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010901,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010911,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010911,Social,-1.4,5,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010921,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010921,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010931,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010931,Economic,-2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010931,Social,0,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010941,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010941,Social,0,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010951,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010951,Social,.16666667,6,934,.027550578,nongold,1,2,326,.051363863,,,,,Con 1997,Conservatives,1997
40010961,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010961,Social,1,3,934,.027550578,nongold,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40010971,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010981,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010981,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010991,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40010991,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40010991,Social,2,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011001,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011001,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011011,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011011,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011021,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011021,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011021,Social,1,1,934,.027550578,nongold,2,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011031,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011031,Social,.33333334,3,934,.027550578,nongold,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011041,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011041,Social,.33333334,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011051,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011051,Social,-1,8,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011061,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011061,Social,-.33333334,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011071,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011071,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011071,Social,-1,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011081,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011081,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011091,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011101,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011101,Economic,1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011101,Social,0,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011111,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011111,Economic,0,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011111,Social,1,1,934,.027550578,nongold,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011121,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011121,Economic,2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011121,Social,.66666669,3,934,.027550578,nongold,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011131,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011131,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011131,Social,1,1,934,.027550578,nongold,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011141,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011141,Economic,-1,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011141,Social,,,,,,1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011151,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011151,Economic,2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011151,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011161,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011161,Economic,.06666667,15,970,.022425406,nongold,0,3,713,.030024268,,,,,Con 1997,Conservatives,1997
40011161,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011171,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011171,Economic,0,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011171,Social,1.5,4,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011181,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011181,Economic,-2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011181,Social,-1.3333334,6,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011191,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011201,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011201,Social,-1.1428572,7,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011211,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011211,Social,-.80000001,5,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011221,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011221,Economic,-2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011221,Social,-.71428573,7,934,.027550578,nongold,-2,1,326,.051363863,,,,,Con 1997,Conservatives,1997
40011231,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011231,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011241,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011241,Social,.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011251,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011251,Social,0,6,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011261,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011261,Social,-1,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011271,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011271,Social,.75,8,934,.027550578,nongold,1,3,326,.051363863,,,,,Con 1997,Conservatives,1997
40011281,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011281,Social,2,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011291,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011291,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011301,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011301,Economic,-2,1,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011301,Social,0,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011311,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011311,Economic,1,2,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011311,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011321,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011321,Economic,.25,4,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011321,Social,2,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011331,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011331,Economic,.14285715,7,970,.022425406,nongold,0,1,713,.030024268,,,,,Con 1997,Conservatives,1997
40011331,Social,-.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011341,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011341,Economic,.72222221,18,970,.022425406,nongold,1.75,4,713,.030024268,,,,,Con 1997,Conservatives,1997
40011341,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011351,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011351,Economic,.85714287,7,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011351,Social,2,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011361,None,,0,0,,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011361,Economic,.80000001,45,970,.022425406,nongold,1.875,8,713,.030024268,,,,,Con 1997,Conservatives,1997
40011371,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011371,Economic,.77777779,18,970,.022425406,nongold,.8888889,9,713,.030024268,,,,,Con 1997,Conservatives,1997
40011381,None,,0,0,,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011381,Economic,.3125,32,970,.022425406,nongold,1.1428572,7,713,.030024268,,,,,Con 1997,Conservatives,1997
40011381,Social,1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011391,None,,0,0,,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011391,Economic,-.06666667,15,970,.022425406,nongold,.2857143,7,713,.030024268,,,,,Con 1997,Conservatives,1997
40011391,Social,2,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011401,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011401,Economic,0,15,970,.022425406,nongold,.33333334,6,713,.030024268,,,,,Con 1997,Conservatives,1997
40011401,Social,.75,4,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011411,Economic,1.171875,64,970,.022425406,nongold,1.875,8,713,.030024268,,,,,Con 1997,Conservatives,1997
40011421,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011421,Economic,.5625,16,970,.022425406,nongold,.625,8,713,.030024268,,,,,Con 1997,Conservatives,1997
40011431,None,,0,0,,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011431,Economic,1.0392157,51,970,.022425406,nongold,1.25,8,713,.030024268,,,,,Con 1997,Conservatives,1997
40011431,Social,0,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011441,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011441,Economic,.63157892,19,970,.022425406,nongold,1,5,713,.030024268,,,,,Con 1997,Conservatives,1997
40011451,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011451,Economic,-.14285715,7,970,.022425406,nongold,0,3,713,.030024268,,,,,Con 1997,Conservatives,1997
40011451,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011461,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011461,Economic,-.125,8,970,.022425406,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011461,Social,1.5,2,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011471,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011471,Economic,-.625,8,970,.022425406,nongold,-1,1,713,.030024268,,,,,Con 1997,Conservatives,1997
40011471,Social,-1,1,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011481,None,,,,,,,0,0,,,,,,Con 1997,Conservatives,1997
40011481,Economic,-.05882353,17,970,.022425406,nongold,1,5,713,.030024268,,,,,Con 1997,Conservatives,1997
40011481,Social,0,3,934,.027550578,nongold,,,,,,,,,Con 1997,Conservatives,1997
40011491,None,,0,0,,nongold,,0,0,,,,,,Con 1997,Conservatives,1997
40011491,Economic,-.71428573,7,970,.022425406,nongold,-.60000002,5,713,.030024268,,,,,Con 1997,Conservatives,1997
40011491,Social,-1.1428572,7,934,.027550578,nongold,-1,1,326,.051363863,,,,,Con 1997,Conservatives,1997
