id,category,pos_human,part_id
376,Republican Party,70,354
376,Republican Party,,271
376,Republican Party,49,439
376,Republican Party,,390
376,Republican Party,42,530
376,Republican Party,,34
376,Republican Party,,521
376,Republican Party,,184
376,Republican Party,,172
376,Republican Party,,194
376,Republican Party,,535
376,Republican Party,,543
376,Republican Party,,61
376,Republican Party,,199
376,Republican Party,,306
376,Republican Party,76,432
376,Republican Party,,68
376,Republican Party,,588
376,Republican Party,,459
376,Republican Party,61,413
376,Republican Party,29,345
376,Republican Party,,10
299,Republican Party,,61
299,Republican Party,,10
299,Republican Party,24,306
299,Republican Party,92,535
299,Republican Party,92,439
299,Republican Party,69,199
299,Republican Party,44,34
299,Republican Party,12,413
299,Republican Party,96,271
299,Republican Party,85,184
299,Republican Party,97,345
299,Republican Party,72,194
299,Republican Party,84,521
299,Republican Party,79,390
299,Republican Party,0,68
299,Republican Party,86,530
299,Republican Party,90,432
299,Republican Party,61,588
299,Republican Party,33,172
299,Republican Party,100,543
299,Republican Party,72,459
299,Republican Party,38,354
674,Republican Party,41,34
674,Republican Party,,61
674,Republican Party,92,432
674,Republican Party,35,306
674,Republican Party,45,194
674,Republican Party,,543
674,Republican Party,32,354
674,Republican Party,6,68
674,Republican Party,0,345
674,Republican Party,44,439
674,Republican Party,13,172
674,Republican Party,25,530
674,Republican Party,,10
674,Republican Party,,535
674,Republican Party,71,413
674,Republican Party,12,184
674,Republican Party,30,459
674,Republican Party,45,199
674,Republican Party,,521
674,Republican Party,20,588
674,Republican Party,,271
674,Republican Party,35,390
587,Republican Party,64,306
587,Republican Party,30,354
587,Republican Party,83,61
587,Republican Party,76,543
587,Republican Party,91,271
587,Republican Party,55,530
587,Republican Party,50,199
587,Republican Party,92,432
587,Republican Party,,184
587,Republican Party,78,390
587,Republican Party,58,194
587,Republican Party,13,345
587,Republican Party,97,413
587,Republican Party,37,459
587,Republican Party,,10
587,Republican Party,59,34
587,Republican Party,48,439
587,Republican Party,86,68
587,Republican Party,,535
587,Republican Party,96,521
587,Republican Party,,172
587,Republican Party,50,588
874,Republican Party,,10
874,Republican Party,50,194
874,Republican Party,50,459
874,Republican Party,50,354
874,Republican Party,67,68
874,Republican Party,,390
874,Republican Party,,306
874,Republican Party,42,439
874,Republican Party,76,34
874,Republican Party,50,199
874,Republican Party,54,184
874,Republican Party,37,172
874,Republican Party,4,413
874,Republican Party,,61
874,Republican Party,,271
874,Republican Party,17,345
874,Republican Party,50,543
874,Republican Party,,521
874,Republican Party,82,432
874,Republican Party,50,535
874,Republican Party,36,588
874,Republican Party,66,530
730,Republican Party,,61
730,Republican Party,95,413
730,Republican Party,98,543
730,Republican Party,72,530
730,Republican Party,85,535
730,Republican Party,75,354
730,Republican Party,77,439
730,Republican Party,80,194
730,Republican Party,21,172
730,Republican Party,100,588
730,Republican Party,99,271
730,Republican Party,99,10
730,Republican Party,62,199
730,Republican Party,85,34
730,Republican Party,91,521
730,Republican Party,81,390
730,Republican Party,88,184
730,Republican Party,100,345
730,Republican Party,79,459
730,Republican Party,87,432
730,Republican Party,94,68
730,Republican Party,68,306
459,Republican Party,100,588
459,Republican Party,88,535
459,Republican Party,87,10
459,Republican Party,100,271
459,Republican Party,57,199
459,Republican Party,85,459
459,Republican Party,93,172
459,Republican Party,89,432
459,Republican Party,81,439
459,Republican Party,100,194
459,Republican Party,100,530
459,Republican Party,66,306
459,Republican Party,94,354
459,Republican Party,70,61
459,Republican Party,100,68
459,Republican Party,78,184
459,Republican Party,93,413
459,Republican Party,100,543
459,Republican Party,90,34
459,Republican Party,90,390
459,Republican Party,100,345
459,Republican Party,16,521
520,Republican Party,74,184
520,Republican Party,50,439
520,Republican Party,84,588
520,Republican Party,65,68
520,Republican Party,50,194
520,Republican Party,77,306
520,Republican Party,68,34
520,Republican Party,65,172
520,Republican Party,72,345
520,Republican Party,61,199
520,Republican Party,82,432
520,Republican Party,,61
520,Republican Party,,271
520,Republican Party,49,459
520,Republican Party,100,354
520,Republican Party,,10
520,Republican Party,73,530
520,Republican Party,71,521
520,Republican Party,61,413
520,Republican Party,67,390
520,Republican Party,86,543
520,Republican Party,51,535
721,Republican Party,100,271
721,Republican Party,89,521
721,Republican Party,,10
721,Republican Party,100,68
721,Republican Party,100,543
721,Republican Party,84,184
721,Republican Party,83,530
721,Republican Party,75,354
721,Republican Party,94,432
721,Republican Party,86,306
721,Republican Party,100,588
721,Republican Party,93,172
721,Republican Party,57,199
721,Republican Party,100,345
721,Republican Party,44,194
721,Republican Party,7,439
721,Republican Party,92,535
721,Republican Party,68,61
721,Republican Party,82,459
721,Republican Party,81,34
721,Republican Party,81,390
721,Republican Party,91,413
286,Republican Party,18,345
286,Republican Party,82,354
286,Republican Party,,10
286,Republican Party,86,432
286,Republican Party,83,61
286,Republican Party,75,194
286,Republican Party,100,530
286,Republican Party,100,34
286,Republican Party,80,588
286,Republican Party,69,535
286,Republican Party,100,459
286,Republican Party,65,306
286,Republican Party,70,68
286,Republican Party,80,439
286,Republican Party,68,413
286,Republican Party,80,390
286,Republican Party,91,271
286,Republican Party,84,521
286,Republican Party,62,199
286,Republican Party,83,184
286,Republican Party,89,172
286,Republican Party,93,543
329,Republican Party,62,306
329,Republican Party,50,543
329,Republican Party,,459
329,Republican Party,,535
329,Republican Party,47,588
329,Republican Party,46,34
329,Republican Party,43,172
329,Republican Party,,61
329,Republican Party,66,521
329,Republican Party,72,354
329,Republican Party,68,432
329,Republican Party,48,199
329,Republican Party,56,194
329,Republican Party,,390
329,Republican Party,55,413
329,Republican Party,36,271
329,Republican Party,48,439
329,Republican Party,99,345
329,Republican Party,,184
329,Republican Party,55,530
329,Republican Party,,10
329,Republican Party,53,68
729,Republican Party,51,34
729,Republican Party,47,439
729,Republican Party,0,68
729,Republican Party,62,588
729,Republican Party,37,184
729,Republican Party,63,413
729,Republican Party,66,172
729,Republican Party,42,535
729,Republican Party,31,530
729,Republican Party,,10
729,Republican Party,50,354
729,Republican Party,38,459
729,Republican Party,50,199
729,Republican Party,77,432
729,Republican Party,,61
729,Republican Party,26,543
729,Republican Party,33,306
729,Republican Party,7,271
729,Republican Party,21,345
729,Republican Party,,521
729,Republican Party,21,390
729,Republican Party,50,194
446,Republican Party,89,172
446,Republican Party,100,588
446,Republican Party,87,194
446,Republican Party,100,543
446,Republican Party,88,439
446,Republican Party,75,61
446,Republican Party,91,184
446,Republican Party,96,34
446,Republican Party,87,413
446,Republican Party,73,306
446,Republican Party,97,68
446,Republican Party,100,354
446,Republican Party,87,521
446,Republican Party,81,390
446,Republican Party,100,271
446,Republican Party,97,432
446,Republican Party,100,345
446,Republican Party,84,199
446,Republican Party,100,459
446,Republican Party,,10
446,Republican Party,99,535
446,Republican Party,100,530
417,Republican Party,57,68
417,Republican Party,80,184
417,Republican Party,,61
417,Republican Party,56,34
417,Republican Party,64,199
417,Republican Party,,10
417,Republican Party,66,172
417,Republican Party,96,345
417,Republican Party,100,271
417,Republican Party,50,354
417,Republican Party,20,194
417,Republican Party,83,535
417,Republican Party,28,306
417,Republican Party,50,413
417,Republican Party,83,530
417,Republican Party,71,459
417,Republican Party,56,439
417,Republican Party,94,521
417,Republican Party,66,543
417,Republican Party,87,390
417,Republican Party,79,588
417,Republican Party,87,432
339,Republican Party,100,535
339,Republican Party,,306
339,Republican Party,,34
339,Republican Party,50,459
339,Republican Party,97,530
339,Republican Party,,10
339,Republican Party,100,345
339,Republican Party,57,68
339,Republican Party,,61
339,Republican Party,,521
339,Republican Party,72,432
339,Republican Party,69,199
339,Republican Party,,271
339,Republican Party,100,543
339,Republican Party,50,413
339,Republican Party,93,588
339,Republican Party,53,439
339,Republican Party,,172
339,Republican Party,50,354
339,Republican Party,,390
339,Republican Party,,184
339,Republican Party,,194
868,Democratic Party,38,345
868,Democratic Party,79,390
868,Democratic Party,,184
868,Democratic Party,34,68
868,Democratic Party,,10
868,Democratic Party,79,588
868,Democratic Party,,271
868,Democratic Party,,34
868,Democratic Party,43,354
868,Democratic Party,50,199
868,Democratic Party,50,459
868,Democratic Party,,543
868,Democratic Party,50,535
868,Democratic Party,82,432
868,Democratic Party,,521
868,Democratic Party,,306
868,Democratic Party,50,530
868,Democratic Party,56,413
868,Democratic Party,53,439
868,Democratic Party,,172
868,Democratic Party,,194
868,Democratic Party,,61
388,Democratic Party,25,345
388,Democratic Party,10,413
388,Democratic Party,0,459
388,Democratic Party,5,588
388,Democratic Party,40,61
388,Democratic Party,,194
388,Democratic Party,95,432
388,Democratic Party,0,184
388,Democratic Party,12,521
388,Democratic Party,,10
388,Democratic Party,0,271
388,Democratic Party,9,543
388,Democratic Party,15,390
388,Democratic Party,16,68
388,Democratic Party,41,199
388,Democratic Party,26,535
388,Democratic Party,4,306
388,Democratic Party,11,439
388,Democratic Party,14,34
388,Democratic Party,14,354
388,Democratic Party,6,172
388,Democratic Party,0,530
151,Democratic Party,,271
151,Democratic Party,,61
151,Democratic Party,,10
151,Democratic Party,27,306
151,Democratic Party,50,530
151,Democratic Party,,184
151,Democratic Party,,459
151,Democratic Party,50,199
151,Democratic Party,50,354
151,Democratic Party,47,34
151,Democratic Party,43,413
151,Democratic Party,50,194
151,Democratic Party,74,432
151,Democratic Party,,172
151,Democratic Party,26,345
151,Democratic Party,,535
151,Democratic Party,49,439
151,Democratic Party,,588
151,Democratic Party,,521
151,Democratic Party,36,390
151,Democratic Party,50,543
151,Democratic Party,,68
710,Democratic Party,4,530
710,Democratic Party,6,413
710,Democratic Party,1,345
710,Democratic Party,7,306
710,Democratic Party,,10
710,Democratic Party,39,521
710,Democratic Party,24,390
710,Democratic Party,0,194
710,Democratic Party,11,588
710,Democratic Party,25,459
710,Democratic Party,50,199
710,Democratic Party,30,172
710,Democratic Party,34,61
710,Democratic Party,37,535
710,Democratic Party,29,34
710,Democratic Party,49,439
710,Democratic Party,50,354
710,Democratic Party,71,432
710,Democratic Party,21,184
710,Democratic Party,50,271
710,Democratic Party,47,543
710,Democratic Party,40,68
862,Democratic Party,7,34
862,Democratic Party,,10
862,Democratic Party,69,306
862,Democratic Party,45,439
862,Democratic Party,,184
862,Democratic Party,10,345
862,Democratic Party,38,172
862,Democratic Party,,199
862,Democratic Party,,271
862,Democratic Party,29,68
862,Democratic Party,0,530
862,Democratic Party,31,521
862,Democratic Party,50,459
862,Democratic Party,,61
862,Democratic Party,49,543
862,Democratic Party,52,432
862,Democratic Party,62,413
862,Democratic Party,50,354
862,Democratic Party,38,390
862,Democratic Party,50,535
862,Democratic Party,40,194
862,Democratic Party,23,588
516,Democratic Party,47,34
516,Democratic Party,93,432
516,Democratic Party,,10
516,Democratic Party,67,68
516,Democratic Party,,61
516,Democratic Party,,184
516,Democratic Party,,271
516,Democratic Party,37,172
516,Democratic Party,46,199
516,Democratic Party,,535
516,Democratic Party,39,413
516,Democratic Party,8,306
516,Democratic Party,39,521
516,Democratic Party,50,459
516,Democratic Party,75,345
516,Democratic Party,36,530
516,Democratic Party,50,354
516,Democratic Party,19,390
516,Democratic Party,50,194
516,Democratic Party,49,439
516,Democratic Party,37,588
516,Democratic Party,42,543
718,Democratic Party,,271
718,Democratic Party,,390
718,Democratic Party,,172
718,Democratic Party,,535
718,Democratic Party,,68
718,Democratic Party,50,199
718,Democratic Party,18,34
718,Democratic Party,,194
718,Democratic Party,,588
718,Democratic Party,,306
718,Democratic Party,,61
718,Democratic Party,50,345
718,Democratic Party,,184
718,Democratic Party,,413
718,Democratic Party,,10
718,Democratic Party,36,354
718,Democratic Party,95,432
718,Democratic Party,47,439
718,Democratic Party,43,530
718,Democratic Party,41,521
718,Democratic Party,50,543
718,Democratic Party,,459
5,Democratic Party,50,543
5,Democratic Party,,61
5,Democratic Party,,459
5,Democratic Party,,439
5,Democratic Party,,194
5,Democratic Party,45,199
5,Democratic Party,35,390
5,Democratic Party,10,68
5,Democratic Party,48,184
5,Democratic Party,,34
5,Democratic Party,,271
5,Democratic Party,64,354
5,Democratic Party,,172
5,Democratic Party,50,345
5,Democratic Party,38,521
5,Democratic Party,,10
5,Democratic Party,,306
5,Democratic Party,38,588
5,Democratic Party,90,432
5,Democratic Party,17,413
5,Democratic Party,40,530
5,Democratic Party,,535
810,Democratic Party,8,172
810,Democratic Party,19,588
810,Democratic Party,8,61
810,Democratic Party,84,432
810,Democratic Party,14,543
810,Democratic Party,,10
810,Democratic Party,24,535
810,Democratic Party,7,306
810,Democratic Party,32,34
810,Democratic Party,28,68
810,Democratic Party,14,413
810,Democratic Party,12,530
810,Democratic Party,24,354
810,Democratic Party,0,345
810,Democratic Party,41,199
810,Democratic Party,5,194
810,Democratic Party,25,390
810,Democratic Party,16,439
810,Democratic Party,14,271
810,Democratic Party,0,459
810,Democratic Party,19,521
810,Democratic Party,0,184
554,Democratic Party,15,413
554,Democratic Party,66,432
554,Democratic Party,40,535
554,Democratic Party,21,521
554,Democratic Party,39,588
554,Democratic Party,27,390
554,Democratic Party,1,184
554,Democratic Party,27,530
554,Democratic Party,13,543
554,Democratic Party,19,306
554,Democratic Party,22,354
554,Democratic Party,14,172
554,Democratic Party,41,194
554,Democratic Party,,271
554,Democratic Party,0,68
554,Democratic Party,36,34
554,Democratic Party,,61
554,Democratic Party,44,199
554,Democratic Party,25,459
554,Democratic Party,65,345
554,Democratic Party,,10
554,Democratic Party,18,439
607,Democratic Party,35,459
607,Democratic Party,56,588
607,Democratic Party,55,521
607,Democratic Party,50,530
607,Democratic Party,47,68
607,Democratic Party,40,390
607,Democratic Party,50,535
607,Democratic Party,,413
607,Democratic Party,,10
607,Democratic Party,43,439
607,Democratic Party,40,199
607,Democratic Party,11,172
607,Democratic Party,11,271
607,Democratic Party,13,543
607,Democratic Party,24,306
607,Democratic Party,80,432
607,Democratic Party,,61
607,Democratic Party,3,34
607,Democratic Party,25,345
607,Democratic Party,11,354
607,Democratic Party,,184
607,Democratic Party,29,194
195,Democratic Party,52,439
195,Democratic Party,50,345
195,Democratic Party,63,61
195,Democratic Party,,306
195,Democratic Party,,34
195,Democratic Party,,588
195,Democratic Party,,172
195,Democratic Party,50,199
195,Democratic Party,,194
195,Democratic Party,32,68
195,Democratic Party,,459
195,Democratic Party,,521
195,Democratic Party,69,432
195,Democratic Party,,10
195,Democratic Party,50,390
195,Democratic Party,50,354
195,Democratic Party,,271
195,Democratic Party,69,530
195,Democratic Party,,184
195,Democratic Party,,543
195,Democratic Party,,535
195,Democratic Party,,413
815,Democratic Party,47,34
815,Democratic Party,50,199
815,Democratic Party,21,413
815,Democratic Party,50,530
815,Democratic Party,46,439
815,Democratic Party,50,459
815,Democratic Party,59,588
815,Democratic Party,38,535
815,Democratic Party,,10
815,Democratic Party,80,432
815,Democratic Party,50,345
815,Democratic Party,70,306
815,Democratic Party,,61
815,Democratic Party,58,354
815,Democratic Party,37,390
815,Democratic Party,51,68
815,Democratic Party,50,194
815,Democratic Party,21,521
815,Democratic Party,,184
815,Democratic Party,51,543
815,Democratic Party,32,172
815,Democratic Party,66,271
686,Democratic Party,0,271
686,Democratic Party,20,390
686,Democratic Party,3,306
686,Democratic Party,12,354
686,Democratic Party,0,459
686,Democratic Party,5,413
686,Democratic Party,9,521
686,Democratic Party,7,194
686,Democratic Party,3,61
686,Democratic Party,11,535
686,Democratic Party,11,345
686,Democratic Party,,10
686,Democratic Party,0,184
686,Democratic Party,0,588
686,Democratic Party,74,432
686,Democratic Party,0,530
686,Democratic Party,12,439
686,Democratic Party,4,172
686,Democratic Party,11,34
686,Democratic Party,1,543
686,Democratic Party,45,199
686,Democratic Party,0,68
895,Democratic Party,35,521
895,Democratic Party,0,354
895,Democratic Party,37,68
895,Democratic Party,,61
895,Democratic Party,,10
895,Democratic Party,0,588
895,Democratic Party,0,459
895,Democratic Party,78,432
895,Democratic Party,26,194
895,Democratic Party,18,172
895,Democratic Party,4,306
895,Democratic Party,33,543
895,Democratic Party,21,34
895,Democratic Party,0,345
895,Democratic Party,20,530
895,Democratic Party,14,390
895,Democratic Party,32,439
895,Democratic Party,41,199
895,Democratic Party,22,535
895,Democratic Party,0,271
895,Democratic Party,28,184
895,Democratic Party,11,413
425,Republican Party,49,478
425,Republican Party,100,246
425,Republican Party,60,434
425,Republican Party,13,446
425,Republican Party,50,39
425,Republican Party,,542
425,Republican Party,58,78
425,Republican Party,99,205
425,Republican Party,50,430
425,Republican Party,,299
425,Republican Party,62,56
425,Republican Party,73,237
425,Republican Party,,105
425,Republican Party,73,167
425,Republican Party,100,124
425,Republican Party,10,71
425,Republican Party,,397
425,Republican Party,,584
425,Republican Party,70,548
425,Republican Party,83,333
805,Republican Party,93,78
805,Republican Party,93,39
805,Republican Party,23,237
805,Republican Party,80,167
805,Republican Party,72,124
805,Republican Party,,430
805,Republican Party,73,246
805,Republican Party,68,299
805,Republican Party,70,56
805,Republican Party,,333
805,Republican Party,28,584
805,Republican Party,,105
805,Republican Party,86,71
805,Republican Party,71,478
805,Republican Party,100,434
805,Republican Party,69,397
805,Republican Party,69,205
805,Republican Party,19,446
805,Republican Party,23,548
805,Republican Party,100,542
107,Republican Party,89,56
107,Republican Party,74,71
107,Republican Party,100,124
107,Republican Party,80,78
107,Republican Party,84,548
107,Republican Party,100,542
107,Republican Party,100,105
107,Republican Party,81,478
107,Republican Party,97,246
107,Republican Party,,446
107,Republican Party,,430
107,Republican Party,89,39
107,Republican Party,67,237
107,Republican Party,80,167
107,Republican Party,76,584
107,Republican Party,,397
107,Republican Party,42,299
107,Republican Party,33,333
107,Republican Party,80,205
107,Republican Party,63,434
8,Republican Party,76,237
8,Republican Party,85,246
8,Republican Party,,548
8,Republican Party,68,397
8,Republican Party,66,56
8,Republican Party,,105
8,Republican Party,72,478
8,Republican Party,98,299
8,Republican Party,91,78
8,Republican Party,100,39
8,Republican Party,55,434
8,Republican Party,,430
8,Republican Party,100,542
8,Republican Party,24,584
8,Republican Party,74,333
8,Republican Party,82,205
8,Republican Party,52,124
8,Republican Party,67,167
8,Republican Party,,446
8,Republican Party,77,71
128,Republican Party,,56
128,Republican Party,,71
128,Republican Party,,299
128,Republican Party,,167
128,Republican Party,,124
128,Republican Party,,434
128,Republican Party,,333
128,Republican Party,,78
128,Republican Party,,246
128,Republican Party,,478
128,Republican Party,,446
128,Republican Party,,542
128,Republican Party,,397
128,Republican Party,,39
128,Republican Party,,430
128,Republican Party,,584
128,Republican Party,,105
128,Republican Party,,237
128,Republican Party,,205
128,Republican Party,92,548
539,Republican Party,22,167
539,Republican Party,15,56
539,Republican Party,18,446
539,Republican Party,6,430
539,Republican Party,35,124
539,Republican Party,84,205
539,Republican Party,100,542
539,Republican Party,24,78
539,Republican Party,76,71
539,Republican Party,100,246
539,Republican Party,5,39
539,Republican Party,87,548
539,Republican Party,30,333
539,Republican Party,100,478
539,Republican Party,0,105
539,Republican Party,86,434
539,Republican Party,100,584
539,Republican Party,91,237
539,Republican Party,0,299
539,Republican Party,17,397
836,Republican Party,100,39
836,Republican Party,51,167
836,Republican Party,88,333
836,Republican Party,71,78
836,Republican Party,75,71
836,Republican Party,69,56
836,Republican Party,78,237
836,Republican Party,88,124
836,Republican Party,,446
836,Republican Party,,246
836,Republican Party,76,205
836,Republican Party,53,397
836,Republican Party,100,299
836,Republican Party,70,434
836,Republican Party,50,430
836,Republican Party,50,105
836,Republican Party,56,542
836,Republican Party,36,548
836,Republican Party,77,478
836,Republican Party,86,584
330,Republican Party,,167
330,Republican Party,100,39
330,Republican Party,65,237
330,Republican Party,80,299
330,Republican Party,51,478
330,Republican Party,60,71
330,Republican Party,,333
330,Republican Party,,397
330,Republican Party,68,434
330,Republican Party,52,246
330,Republican Party,,105
330,Republican Party,99,124
330,Republican Party,78,446
330,Republican Party,76,548
330,Republican Party,86,205
330,Republican Party,100,584
330,Republican Party,98,542
330,Republican Party,68,78
330,Republican Party,48,430
330,Republican Party,78,56
891,Republican Party,47,542
891,Republican Party,50,78
891,Republican Party,,397
891,Republican Party,85,71
891,Republican Party,64,124
891,Republican Party,14,548
891,Republican Party,82,478
891,Republican Party,46,205
891,Republican Party,,167
891,Republican Party,50,246
891,Republican Party,36,237
891,Republican Party,,446
891,Republican Party,17,430
891,Republican Party,77,39
891,Republican Party,45,105
891,Republican Party,,434
891,Republican Party,72,299
891,Republican Party,100,584
891,Republican Party,19,56
891,Republican Party,,333
598,Republican Party,80,397
598,Republican Party,100,584
598,Republican Party,88,434
598,Republican Party,100,124
598,Republican Party,68,246
598,Republican Party,76,333
598,Republican Party,100,39
598,Republican Party,82,205
598,Republican Party,100,167
598,Republican Party,73,237
598,Republican Party,100,542
598,Republican Party,73,105
598,Republican Party,85,430
598,Republican Party,99,299
598,Republican Party,100,78
598,Republican Party,26,548
598,Republican Party,83,446
598,Republican Party,88,478
598,Republican Party,73,56
598,Republican Party,83,71
268,Republican Party,100,446
268,Republican Party,71,71
268,Republican Party,76,299
268,Republican Party,100,105
268,Republican Party,99,205
268,Republican Party,25,333
268,Republican Party,95,124
268,Republican Party,98,39
268,Republican Party,20,584
268,Republican Party,100,542
268,Republican Party,100,246
268,Republican Party,72,397
268,Republican Party,100,167
268,Republican Party,96,434
268,Republican Party,100,237
268,Republican Party,94,78
268,Republican Party,86,56
268,Republican Party,97,478
268,Republican Party,80,548
268,Republican Party,68,430
726,Republican Party,0,542
726,Republican Party,35,167
726,Republican Party,32,434
726,Republican Party,42,246
726,Republican Party,,397
726,Republican Party,41,78
726,Republican Party,22,333
726,Republican Party,28,56
726,Republican Party,50,105
726,Republican Party,24,39
726,Republican Party,59,71
726,Republican Party,59,124
726,Republican Party,50,478
726,Republican Party,79,584
726,Republican Party,37,299
726,Republican Party,37,205
726,Republican Party,49,430
726,Republican Party,81,548
726,Republican Party,,446
726,Republican Party,21,237
123,Republican Party,90,71
123,Republican Party,14,39
123,Republican Party,94,124
123,Republican Party,71,78
123,Republican Party,32,478
123,Republican Party,66,56
123,Republican Party,37,105
123,Republican Party,94,237
123,Republican Party,94,430
123,Republican Party,28,434
123,Republican Party,11,446
123,Republican Party,60,246
123,Republican Party,83,397
123,Republican Party,75,299
123,Republican Party,100,542
123,Republican Party,81,548
123,Republican Party,14,333
123,Republican Party,11,584
123,Republican Party,87,205
123,Republican Party,60,167
410,Republican Party,,434
410,Republican Party,,39
410,Republican Party,,446
410,Republican Party,,205
410,Republican Party,,167
410,Republican Party,,478
410,Republican Party,73,548
410,Republican Party,,246
410,Republican Party,,124
410,Republican Party,,56
410,Republican Party,,333
410,Republican Party,,542
410,Republican Party,50,105
410,Republican Party,,78
410,Republican Party,,397
410,Republican Party,,430
410,Republican Party,,71
410,Republican Party,84,584
410,Republican Party,,237
410,Republican Party,,299
397,Republican Party,28,39
397,Republican Party,36,478
397,Republican Party,71,548
397,Republican Party,38,56
397,Republican Party,49,71
397,Republican Party,,246
397,Republican Party,50,78
397,Republican Party,,105
397,Republican Party,,446
397,Republican Party,,333
397,Republican Party,55,299
397,Republican Party,,397
397,Republican Party,,167
397,Republican Party,,542
397,Republican Party,58,430
397,Republican Party,,237
397,Republican Party,,205
397,Republican Party,64,434
397,Republican Party,,124
397,Republican Party,83,584
24,Democratic Party,25,237
24,Democratic Party,19,397
24,Democratic Party,50,430
24,Democratic Party,19,299
24,Democratic Party,20,205
24,Democratic Party,68,71
24,Democratic Party,2,39
24,Democratic Party,35,167
24,Democratic Party,53,124
24,Democratic Party,0,446
24,Democratic Party,50,78
24,Democratic Party,8,56
24,Democratic Party,,105
24,Democratic Party,10,246
24,Democratic Party,,333
24,Democratic Party,83,548
24,Democratic Party,76,434
24,Democratic Party,87,478
24,Democratic Party,0,542
24,Democratic Party,12,584
183,Democratic Party,14,71
183,Democratic Party,,124
183,Democratic Party,13,39
183,Democratic Party,50,105
183,Democratic Party,84,78
183,Democratic Party,9,237
183,Democratic Party,29,56
183,Democratic Party,85,548
183,Democratic Party,0,542
183,Democratic Party,65,333
183,Democratic Party,11,205
183,Democratic Party,40,167
183,Democratic Party,34,246
183,Democratic Party,0,299
183,Democratic Party,19,446
183,Democratic Party,77,397
183,Democratic Party,12,434
183,Democratic Party,8,478
183,Democratic Party,13,430
183,Democratic Party,95,584
346,Democratic Party,,333
346,Democratic Party,44,56
346,Democratic Party,,397
346,Democratic Party,53,105
346,Democratic Party,87,584
346,Democratic Party,,246
346,Democratic Party,41,78
346,Democratic Party,81,124
346,Democratic Party,43,205
346,Democratic Party,80,39
346,Democratic Party,89,548
346,Democratic Party,59,71
346,Democratic Party,40,434
346,Democratic Party,27,299
346,Democratic Party,44,167
346,Democratic Party,93,430
346,Democratic Party,24,446
346,Democratic Party,15,478
346,Democratic Party,17,237
346,Democratic Party,0,542
187,Democratic Party,,205
187,Democratic Party,,446
187,Democratic Party,,299
187,Democratic Party,19,105
187,Democratic Party,,434
187,Democratic Party,50,78
187,Democratic Party,,124
187,Democratic Party,,430
187,Democratic Party,,333
187,Democratic Party,,478
187,Democratic Party,24,548
187,Democratic Party,,71
187,Democratic Party,,584
187,Democratic Party,,397
187,Democratic Party,,246
187,Democratic Party,,167
187,Democratic Party,,237
187,Democratic Party,,39
187,Democratic Party,8,542
187,Democratic Party,,56
734,Democratic Party,19,56
734,Democratic Party,27,246
734,Democratic Party,20,205
734,Democratic Party,0,542
734,Democratic Party,0,39
734,Democratic Party,24,397
734,Democratic Party,46,124
734,Democratic Party,78,584
734,Democratic Party,0,299
734,Democratic Party,37,167
734,Democratic Party,,430
734,Democratic Party,24,434
734,Democratic Party,13,71
734,Democratic Party,47,78
734,Democratic Party,7,333
734,Democratic Party,13,237
734,Democratic Party,20,478
734,Democratic Party,32,548
734,Democratic Party,35,446
734,Democratic Party,10,105
843,Democratic Party,40,434
843,Democratic Party,63,71
843,Democratic Party,1,237
843,Democratic Party,22,56
843,Democratic Party,32,446
843,Democratic Party,22,584
843,Democratic Party,9,205
843,Democratic Party,50,246
843,Democratic Party,0,542
843,Democratic Party,28,105
843,Democratic Party,24,299
843,Democratic Party,40,333
843,Democratic Party,13,430
843,Democratic Party,69,397
843,Democratic Party,50,78
843,Democratic Party,10,39
843,Democratic Party,18,548
843,Democratic Party,26,478
843,Democratic Party,27,167
843,Democratic Party,45,124
738,Democratic Party,50,124
738,Democratic Party,50,430
738,Democratic Party,46,299
738,Democratic Party,,205
738,Democratic Party,43,167
738,Democratic Party,31,548
738,Democratic Party,36,246
738,Democratic Party,4,105
738,Democratic Party,26,71
738,Democratic Party,19,237
738,Democratic Party,51,542
738,Democratic Party,21,397
738,Democratic Party,,333
738,Democratic Party,74,39
738,Democratic Party,89,434
738,Democratic Party,32,78
738,Democratic Party,32,56
738,Democratic Party,92,478
738,Democratic Party,,446
738,Democratic Party,0,584
31,Democratic Party,28,105
31,Democratic Party,34,246
31,Democratic Party,0,56
31,Democratic Party,,167
31,Democratic Party,0,584
31,Democratic Party,91,548
31,Democratic Party,30,434
31,Democratic Party,0,71
31,Democratic Party,36,446
31,Democratic Party,19,237
31,Democratic Party,29,78
31,Democratic Party,25,299
31,Democratic Party,18,205
31,Democratic Party,,430
31,Democratic Party,9,39
31,Democratic Party,47,124
31,Democratic Party,16,397
31,Democratic Party,15,478
31,Democratic Party,0,542
31,Democratic Party,19,333
715,Democratic Party,4,56
715,Democratic Party,32,71
715,Democratic Party,,430
715,Democratic Party,23,478
715,Democratic Party,27,237
715,Democratic Party,0,299
715,Democratic Party,0,542
715,Democratic Party,50,78
715,Democratic Party,28,167
715,Democratic Party,48,124
715,Democratic Party,22,105
715,Democratic Party,6,39
715,Democratic Party,23,333
715,Democratic Party,39,246
715,Democratic Party,38,434
715,Democratic Party,46,205
715,Democratic Party,43,397
715,Democratic Party,32,446
715,Democratic Party,34,548
715,Democratic Party,73,584
149,Democratic Party,0,71
149,Democratic Party,7,39
149,Democratic Party,0,299
